0.61015551395167  0.0456819575728694
2.01741584876522  4.88851086792635e-05
3.00425297766037  1.09424421258248e-05
5.45944013668699  0.00013247237763566
8.12997444083686  2.4261230766675e-05
9.92109746672551  3.31353103319884e-05
12.106824647549  0.000124904572721127
14.7740916302961  2.67012268465753e-05
18.0289869437048  3.09976204161981e-05
22.0009715893283  2.68956103009542e-05
26.8480282550454  2.93866177676188e-05
32.7629449570923  0.000111375791964082
39.9809830377299  4.85120136789379e-05
48.7892345073583  6.19889930588545e-05
59.5380409122915  8.00615918187997e-05
72.6549279050296  0.000333919702104431
88.6616097540298  0.000357430970530367
108.194740134505  0.000367342275021018
132.031234547273  0.00039190319357096
161.119171545729  0.000337677043394188
196.615501843904  0.000244444559118936
239.932065156865  0.000277588779590801
292.791745058546  0.000867117528338469
357.296995374007  0.00200961932005402
436.01346369163  0.00016082061329533
532.072038057228  0.000114054393446585
649.293375680242  0.000174876768624473
792.339866687186  0.000685740113107133
966.901077165836  0.00040357051918102
1179.92004735709  0.000212245820467569
1439.86944583409  0.000115068957640479
1757.08856349241  8.90935979191634e-05
2144.19455103263  6.92680237499042e-05
2616.58425659537  6.04563123860395e-05
3193.04662376159  3.91227248484398e-05
3896.5100075858  3.73072898121027e-05
4754.95413259268  3.18578818326667e-05
5802.52296517742  2.07865111409373e-05
7080.8827640684  2.38770065725983e-05
8640.87932428335  1.49705430802565e-05
10544.5603302049  8.65761287447619e-06
12867.6432553412  5.80699139389077e-06
15702.5269676189  5.76770200374572e-06
19161.9668245349  2.82555830843224e-06
23383.559432298  1.75309960615286e-06
28535.2154468664  1.11287587826268e-06
34821.8380934088  8.84583140136837e-07
42493.4730372514  6.27407036272835e-07
51855.2537612712  5.16672805419944e-07
63279.5380196054  3.6521010351605e-07
77220.7180859532  1.76670899196502e-07
94233.2938629037  1.09540831901564e-07
114993.927696558  6.80381987944563e-08
140328.358110029  4.07619135012474e-08
171244.242929237  2.47642106224447e-08
208971.238111507  2.12372368844794e-08
255009.906382087  3.67399504970092e-08
311191.400982659  4.54246538345815e-09
379750.298407829  2.25074338692448e-09
463413.476996659  9.93139223602498e-10
565508.576458054  1.04636708043424e-09
690096.352225682  2.85819777774753e-10
842132.188936869  5.46510520316778e-10
1027663.19711204  3.83867373261218e-10
1254068.73240623  1.31068830160166e-10
1530353.90390408  2.79255821363785e-10
1867507.74552908  8.80153359954925e-11
2278940.29656405  2.88501321328595e-11
3393704.46408123  2.90601594988489e-11
4141374.98296312  2.3813731773594e-11
5053765.5623929  6.50482574498765e-11
6167165.84822619  5.33046542746059e-12
20366145.5705246  1.12989986042691e-11
24853032.0355959  1.32273053413771e-12
37010116.4529499  1.77647991900685e-12
45163853.2515217  1.45575994839536e-12
55113948.1854401  1.19294172969702e-12
67256158.7619859  1.46635780028964e-12
82073432.2316692  1.20162627949781e-12
100155114.450183  3.28229511990989e-13
122220390.66448  5.37944023262547e-13
182005595.330935  1.80620075331265e-13
